knn3: 1; 1; [[1.]]; [[ 1.  6. 18.]]; [[156356. 248624. 279126.]]
knn3: 12; 12; [[12.]]; [[18. 12. 12.]]; [[198994. 206298. 213116.]]
knn5: 12; 6; [[6.]]; [[18. 12. 12.  6.  6.]]; [[198994. 206298. 213116. 284456. 303484.]]
knn7: 12; 12; [[12.]]; [[18. 12. 12.  6.  6. 18. 12.]]; [[198994. 206298. 213116. 284456. 303484. 313548. 336014.]]
knn3: 13; 13; [[13.]]; [[13. 13. 35.]]; [[60530. 66124. 73060.]]
knn5: 13; 13; [[13.]]; [[13. 13. 35. 18. 35.]]; [[60530. 66124. 73060. 82100. 82600.]]
knn7: 13; 13; [[13.]]; [[13. 13. 35. 18. 35. 13. 35.]]; [[ 60530.  66124.  73060.  82100.  82600.  89838. 115800.]]
knn3: 14; 14; [[14.]]; [[14. 14. 14.]]; [[42568. 55088. 84392.]]
knn5: 14; 14; [[14.]]; [[14. 14. 14. 14. 14.]]; [[ 42568.  55088.  84392.  93650. 104438.]]
knn7: 14; 14; [[14.]]; [[14. 14. 14. 14. 14. 14. 20.]]; [[ 42568.  55088.  84392.  93650. 104438. 107018. 119738.]]
knn3: 15; 35; [[35.]]; [[15. 35. 35.]]; [[42820. 97476. 98816.]]
knn5: 15; 15; [[15.]]; [[15. 35. 35. 15. 25.]]; [[ 42820.  97476.  98816. 130174. 181572.]]
knn7: 15; 15; [[15.]]; [[15. 35. 35. 15. 25. 31. 25.]]; [[ 42820.  97476.  98816. 130174. 181572. 188916. 207868.]]
knn3: 16; 16; [[16.]]; [[16. 36. 16.]]; [[182168. 208170. 222770.]]
knn5: 16; 16; [[16.]]; [[16. 36. 16. 16. 16.]]; [[182168. 208170. 222770. 227556. 230704.]]
knn7: 16; 16; [[16.]]; [[16. 36. 16. 16. 16. 36. 16.]]; [[182168. 208170. 222770. 227556. 230704. 240328. 257540.]]
knn3: 17; 17; [[17.]]; [[17. 17. 17.]]; [[41314. 72106. 80464.]]
knn5: 17; 17; [[17.]]; [[17. 17. 17. 17. 17.]]; [[ 41314.  72106.  80464. 104884. 115140.]]
knn7: 17; 17; [[17.]]; [[17. 17. 17. 17. 17. 17. 39.]]; [[ 41314.  72106.  80464. 104884. 115140. 122772. 141286.]]
knn3: 18; 18; [[18.]]; [[18. 18. 18.]]; [[55304. 68714. 99110.]]
knn5: 18; 18; [[18.]]; [[18. 18. 18. 40. 40.]]; [[ 55304.  68714.  99110. 126792. 134128.]]
knn7: 18; 18; [[18.]]; [[18. 18. 18. 40. 40. 40. 13.]]; [[ 55304.  68714.  99110. 126792. 134128. 135280. 142474.]]
knn3: 19; 16; [[16.]]; [[19. 16. 17.]]; [[105886. 147520. 160188.]]
knn5: 19; 19; [[19.]]; [[19. 16. 17. 19. 27.]]; [[105886. 147520. 160188. 164204. 168768.]]
knn7: 19; 16; [[16.]]; [[19. 16. 17. 19. 27. 17. 16.]]; [[105886. 147520. 160188. 164204. 168768. 182552. 185510.]]
knn3: 20; 20; [[20.]]; [[20. 20. 28.]]; [[ 77000.  85170. 141820.]]
knn5: 20; 20; [[20.]]; [[20. 20. 28. 20. 28.]]; [[ 77000.  85170. 141820. 150250. 195366.]]
knn7: 20; 20; [[20.]]; [[20. 20. 28. 20. 28. 37. 37.]]; [[ 77000.  85170. 141820. 150250. 195366. 212522. 217132.]]
knn3: 21; 21; [[21.]]; [[21. 21. 21.]]; [[35388. 48034. 60780.]]
knn5: 21; 21; [[21.]]; [[21. 21. 21. 21. 29.]]; [[ 35388.  48034.  60780.  71680. 110964.]]
knn7: 21; 21; [[21.]]; [[21. 21. 21. 21. 29.  3. 29.]]; [[ 35388.  48034.  60780.  71680. 110964. 129980. 130600.]]
knn3: 22; 22; [[22.]]; [[22. 22. 22.]]; [[52006. 83954. 87584.]]
knn5: 22; 22; [[22.]]; [[22. 22. 22. 22. 33.]]; [[52006. 83954. 87584. 89872. 96622.]]
knn7: 22; 22; [[22.]]; [[22. 22. 22. 22. 33. 22. 33.]]; [[ 52006.  83954.  87584.  89872.  96622. 105460. 117040.]]
knn3: 23; 21; [[21.]]; [[23. 21. 35.]]; [[ 39724. 167290. 172580.]]
knn5: 23; 21; [[21.]]; [[23. 21. 35. 21.  3.]]; [[ 39724. 167290. 172580. 172794. 183982.]]
knn7: 23; 21; [[21.]]; [[23. 21. 35. 21.  3.  3. 21.]]; [[ 39724. 167290. 172580. 172794. 183982. 184202. 197038.]]
knn3: 24; 24; [[24.]]; [[24. 24. 33.]]; [[ 50300.  77780. 129158.]]
knn5: 24; 24; [[24.]]; [[24. 24. 33. 24. 33.]]; [[ 50300.  77780. 129158. 131874. 146568.]]
knn7: 24; 24; [[24.]]; [[24. 24. 33. 24. 33. 30. 30.]]; [[ 50300.  77780. 129158. 131874. 146568. 152210. 155648.]]
knn3: 25; 25; [[25.]]; [[25. 25. 25.]]; [[ 72602. 104150. 138414.]]
knn5: 25; 25; [[25.]]; [[25. 25. 25. 13.  3.]]; [[ 72602. 104150. 138414. 140268. 154084.]]
knn7: 25; 25; [[25.]]; [[25. 25. 25. 13.  3. 35. 25.]]; [[ 72602. 104150. 138414. 140268. 154084. 154116. 161292.]]
knn3: 26; 12; [[12.]]; [[12. 12.  3.]]; [[78274. 84106. 89072.]]
knn5: 26; 12; [[12.]]; [[12. 12.  3. 12. 26.]]; [[ 78274.  84106.  89072. 111568. 121458.]]
knn7: 26; 12; [[12.]]; [[12. 12.  3. 12. 26. 12.  3.]]; [[ 78274.  84106.  89072. 111568. 121458. 122448. 132790.]]
knn3: 27; 27; [[27.]]; [[27. 27. 32.]]; [[ 54442.  86594. 137910.]]
knn5: 27; 27; [[27.]]; [[27. 27. 32. 27. 19.]]; [[ 54442.  86594. 137910. 161184. 176544.]]
knn7: 27; 27; [[27.]]; [[27. 27. 32. 27. 19. 16.  1.]]; [[ 54442.  86594. 137910. 161184. 176544. 180752. 184888.]]
knn3: 28; 28; [[28.]]; [[28. 28. 28.]]; [[49202. 53598. 59032.]]
knn5: 28; 28; [[28.]]; [[28. 28. 28. 28. 14.]]; [[ 49202.  53598.  59032.  87696. 143530.]]
knn7: 28; 28; [[28.]]; [[28. 28. 28. 28. 14. 36. 14.]]; [[ 49202.  53598.  59032.  87696. 143530. 153358. 161462.]]
knn3: 29; 38; [[38.]]; [[38. 38. 38.]]; [[65600. 84138. 88970.]]
knn5: 29; 38; [[38.]]; [[38. 38. 38. 33. 22.]]; [[ 65600.  84138.  88970.  97526. 113400.]]
knn7: 29; 38; [[38.]]; [[38. 38. 38. 33. 22. 22. 33.]]; [[ 65600.  84138.  88970.  97526. 113400. 117578. 126088.]]
knn3: 30; 30; [[30.]]; [[30. 30. 30.]]; [[ 60040.  83874. 103404.]]
knn5: 30; 30; [[30.]]; [[30. 30. 30. 30. 30.]]; [[ 60040.  83874. 103404. 151726. 159018.]]
knn7: 30; 30; [[30.]]; [[30. 30. 30. 30. 30. 24. 29.]]; [[ 60040.  83874. 103404. 151726. 159018. 172660. 192086.]]
knn3: 31; 29; [[29.]]; [[29. 31. 30.]]; [[142422. 144682. 159316.]]
knn5: 31; 29; [[29.]]; [[29. 31. 30. 31. 29.]]; [[142422. 144682. 159316. 162232. 165352.]]
knn7: 31; 29; [[29.]]; [[29. 31. 30. 31. 29. 34.  3.]]; [[142422. 144682. 159316. 162232. 165352. 176210. 183184.]]
knn3: 32; 32; [[32.]]; [[32. 32. 32.]]; [[45090. 64284. 66618.]]
knn5: 32; 32; [[32.]]; [[32. 32. 32. 32. 32.]]; [[ 45090.  64284.  66618.  94546. 104766.]]
knn7: 32; 32; [[32.]]; [[32. 32. 32. 32. 32. 35. 32.]]; [[ 45090.  64284.  66618.  94546. 104766. 145482. 159156.]]
knn3: 33; 20; [[20.]]; [[33. 20. 22.]]; [[59726. 93186. 98474.]]
knn5: 33; 22; [[22.]]; [[33. 20. 22. 33. 22.]]; [[ 59726.  93186.  98474. 104888. 114614.]]
knn7: 33; 22; [[22.]]; [[33. 20. 22. 33. 22. 22. 38.]]; [[ 59726.  93186.  98474. 104888. 114614. 123830. 127114.]]
knn3: 34; 34; [[34.]]; [[34. 31. 34.]]; [[ 52070. 113238. 113556.]]
knn5: 34; 31; [[31.]]; [[34. 31. 34. 31. 31.]]; [[ 52070. 113238. 113556. 149088. 172662.]]
knn7: 34; 31; [[31.]]; [[34. 31. 34. 31. 31. 31. 34.]]; [[ 52070. 113238. 113556. 149088. 172662. 216506. 216704.]]
knn3: 35; 35; [[35.]]; [[35. 35.  4.]]; [[ 59292. 108050. 109694.]]
knn5: 35; 4; [[4.]]; [[35. 35.  4. 13.  4.]]; [[ 59292. 108050. 109694. 113472. 117810.]]
knn7: 35; 4; [[4.]]; [[35. 35.  4. 13.  4.  4.  9.]]; [[ 59292. 108050. 109694. 113472. 117810. 118116. 123236.]]
knn3: 36; 36; [[36.]]; [[36. 20. 36.]]; [[ 66186. 114134. 119716.]]
knn5: 36; 20; [[20.]]; [[36. 20. 36. 20. 39.]]; [[ 66186. 114134. 119716. 124540. 160460.]]
knn7: 36; 20; [[20.]]; [[36. 20. 36. 20. 39. 20. 39.]]; [[ 66186. 114134. 119716. 124540. 160460. 160612. 169538.]]
knn3: 37; 37; [[37.]]; [[37. 37. 37.]]; [[ 49626. 113018. 148004.]]
knn5: 37; 37; [[37.]]; [[37. 37. 37. 28. 28.]]; [[ 49626. 113018. 148004. 154088. 172674.]]
knn7: 37; 28; [[28.]]; [[37. 37. 37. 28. 28. 28.  7.]]; [[ 49626. 113018. 148004. 154088. 172674. 179144. 180728.]]
knn3: 38; 22; [[22.]]; [[38. 22. 22.]]; [[61154. 75800. 81028.]]
knn5: 38; 38; [[38.]]; [[38. 22. 22. 38. 38.]]; [[61154. 75800. 81028. 86870. 88860.]]
knn7: 38; 22; [[22.]]; [[38. 22. 22. 38. 38. 33. 22.]]; [[61154. 75800. 81028. 86870. 88860. 89354. 89886.]]
knn3: 39; 39; [[39.]]; [[39. 39. 17.]]; [[ 37368.  98140. 100394.]]
knn5: 39; 39; [[39.]]; [[39. 39. 17. 39. 39.]]; [[ 37368.  98140. 100394. 117218. 130820.]]
knn7: 39; 39; [[39.]]; [[39. 39. 17. 39. 39. 17. 17.]]; [[ 37368.  98140. 100394. 117218. 130820. 134740. 135228.]]
knn3: 40; 3; [[3.]]; [[40.  3.  3.]]; [[ 70748.  94452. 113288.]]
knn5: 40; 3; [[3.]]; [[40.  3.  3.  3.  3.]]; [[ 70748.  94452. 113288. 124378. 148222.]]
knn7: 40; 3; [[3.]]; [[40.  3.  3.  3.  3.  3. 35.]]; [[ 70748.  94452. 113288. 124378. 148222. 168688. 217122.]]
