knn3: 1; 1; [[1.]]; [[ 1.  1. 19.]]; [[127950. 216600. 234986.]]
knn5: 26; 3; [[3.]]; [[ 3.  3.  3. 12. 12.]]; [[ 79550.  83844.  92104. 104428. 106366.]]
knn7: 26; 3; [[3.]]; [[ 3.  3.  3. 12. 12. 12.  3.]]; [[ 79550.  83844.  92104. 104428. 106366. 108668. 111476.]]
knn3: 27; 27; [[27.]]; [[27. 27. 27.]]; [[ 54536.  61992. 161184.]]
knn5: 27; 27; [[27.]]; [[27. 27. 27. 36. 36.]]; [[ 54536.  61992. 161184. 179230. 202896.]]
knn7: 27; 27; [[27.]]; [[27. 27. 27. 36. 36. 27. 32.]]; [[ 54536.  61992. 161184. 179230. 202896. 236556. 258088.]]
knn3: 28; 7; [[7.]]; [[28.  7.  7.]]; [[ 68566. 104046. 116206.]]
knn5: 28; 7; [[7.]]; [[28.  7.  7. 37. 23.]]; [[ 68566. 104046. 116206. 116246. 117898.]]
knn7: 28; 7; [[7.]]; [[28.  7.  7. 37. 23. 28. 39.]]; [[ 68566. 104046. 116206. 116246. 117898. 124648. 143916.]]
knn3: 29; 29; [[29.]]; [[29. 29. 29.]]; [[40506. 59926. 76036.]]
knn5: 29; 29; [[29.]]; [[29. 29. 29. 21. 33.]]; [[ 40506.  59926.  76036. 142658. 157674.]]
knn7: 29; 29; [[29.]]; [[29. 29. 29. 21. 33. 33. 33.]]; [[ 40506.  59926.  76036. 142658. 157674. 172586. 200522.]]
knn3: 30; 30; [[30.]]; [[30. 30. 30.]]; [[62432. 75504. 80408.]]
knn5: 30; 30; [[30.]]; [[30. 30. 30. 30. 31.]]; [[ 62432.  75504.  80408. 103404. 183200.]]
knn7: 30; 30; [[30.]]; [[30. 30. 30. 30. 31. 24. 33.]]; [[ 62432.  75504.  80408. 103404. 183200. 235082. 247748.]]
knn3: 31; 9; [[9.]]; [[31.  9.  9.]]; [[ 78658.  96802. 113174.]]
knn5: 31; 9; [[9.]]; [[31.  9.  9. 20.  9.]]; [[ 78658.  96802. 113174. 124178. 131482.]]
knn7: 31; 9; [[9.]]; [[31.  9.  9. 20.  9.  4. 20.]]; [[ 78658.  96802. 113174. 124178. 131482. 141454. 146994.]]
knn3: 32; 32; [[32.]]; [[32. 32. 32.]]; [[ 45246.  66618. 120134.]]
knn5: 32; 32; [[32.]]; [[32. 32. 32. 32. 32.]]; [[ 45246.  66618. 120134. 135370. 148638.]]
knn7: 32; 32; [[32.]]; [[32. 32. 32. 32. 32. 35. 35.]]; [[ 45246.  66618. 120134. 135370. 148638. 169128. 178332.]]
knn3: 33; 33; [[33.]]; [[33. 33. 29.]]; [[ 78754.  98846. 117982.]]
knn5: 33; 33; [[33.]]; [[33. 33. 29. 29. 33.]]; [[ 78754.  98846. 117982. 123478. 124286.]]
knn7: 33; 33; [[33.]]; [[33. 33. 29. 29. 33. 24. 33.]]; [[ 78754.  98846. 117982. 123478. 124286. 129158. 136234.]]
knn3: 34; 34; [[34.]]; [[34. 34. 21.]]; [[ 93896. 123482. 189568.]]
knn5: 34; 34; [[34.]]; [[34. 34. 21. 31.  9.]]; [[ 93896. 123482. 189568. 194534. 198186.]]
knn7: 34; 9; [[9.]]; [[34. 34. 21. 31.  9.  9. 20.]]; [[ 93896. 123482. 189568. 194534. 198186. 207178. 243312.]]
knn3: 35; 35; [[35.]]; [[35. 35. 15.]]; [[69504. 91574. 98816.]]
knn5: 35; 15; [[15.]]; [[35. 35. 15. 15. 15.]]; [[ 69504.  91574.  98816. 102528. 103702.]]
knn7: 35; 15; [[15.]]; [[35. 35. 15. 15. 15. 25. 25.]]; [[ 69504.  91574.  98816. 102528. 103702. 132656. 167766.]]
knn3: 36; 36; [[36.]]; [[36. 36. 20.]]; [[ 66186. 139272. 147460.]]
knn5: 36; 20; [[20.]]; [[36. 36. 20. 39. 20.]]; [[ 66186. 139272. 147460. 162544. 192620.]]
knn7: 36; 39; [[39.]]; [[36. 36. 20. 39. 20. 39. 39.]]; [[ 66186. 139272. 147460. 162544. 192620. 198458. 220144.]]
knn3: 37; 37; [[37.]]; [[37. 37. 28.]]; [[111822. 169894. 209638.]]
knn5: 37; 20; [[20.]]; [[37. 37. 28. 20. 20.]]; [[111822. 169894. 209638. 283232. 298402.]]
knn7: 37; 20; [[20.]]; [[37. 37. 28. 20. 20. 20. 37.]]; [[111822. 169894. 209638. 283232. 298402. 313216. 327620.]]
knn3: 38; 33; [[33.]]; [[33. 33. 38.]]; [[74820. 86814. 86870.]]
knn5: 38; 22; [[22.]]; [[33. 33. 38. 22. 22.]]; [[ 74820.  86814.  86870.  87614. 108814.]]
knn7: 38; 22; [[22.]]; [[33. 33. 38. 22. 22. 22. 38.]]; [[ 74820.  86814.  86870.  87614. 108814. 114206. 119396.]]
knn3: 39; 39; [[39.]]; [[39. 39. 39.]]; [[ 64340.  82924. 102572.]]
knn5: 39; 39; [[39.]]; [[39. 39. 39.  4.  9.]]; [[ 64340.  82924. 102572. 108254. 110644.]]
knn7: 39; 39; [[39.]]; [[39. 39. 39.  4.  9.  4.  9.]]; [[ 64340.  82924. 102572. 108254. 110644. 110818. 116428.]]
knn3: 40; 6; [[6.]]; [[40.  6.  6.]]; [[ 56902.  92614. 105760.]]
knn5: 40; 40; [[40.]]; [[40.  6.  6. 40. 40.]]; [[ 56902.  92614. 105760. 105874. 122976.]]
knn7: 40; 40; [[40.]]; [[40.  6.  6. 40. 40. 18. 18.]]; [[ 56902.  92614. 105760. 105874. 122976. 126792. 129748.]]
