knn3: 10; 10; [[10.]]; [[10. 10. 10.]]; [[148274. 157080. 192514.]]
knn5: 10; 10; [[10.]]; [[10. 10. 10. 10.  8.]]; [[148274. 157080. 192514. 210188. 298812.]]
knn7: 10; 10; [[10.]]; [[10. 10. 10. 10.  8.  8.  8.]]; [[148274. 157080. 192514. 210188. 298812. 313162. 350914.]]
knn3: 11; 11; [[11.]]; [[11. 11. 11.]]; [[48058. 52906. 97440.]]
knn5: 11; 11; [[11.]]; [[11. 11. 11. 11. 11.]]; [[ 48058.  52906.  97440. 115764. 119130.]]
knn7: 11; 11; [[11.]]; [[11. 11. 11. 11. 11. 11. 14.]]; [[ 48058.  52906.  97440. 115764. 119130. 132596. 166296.]]
knn3: 12; 12; [[12.]]; [[12. 12. 12.]]; [[ 62486.  75494. 206298.]]
knn5: 12; 12; [[12.]]; [[12. 12. 12. 12. 12.]]; [[ 62486.  75494. 206298. 221096. 252506.]]
knn7: 12; 12; [[12.]]; [[12. 12. 12. 12. 12. 18. 12.]]; [[ 62486.  75494. 206298. 221096. 252506. 265496. 267804.]]
knn3: 13; 25; [[25.]]; [[35. 25. 32.]]; [[148878. 149746. 151324.]]
knn5: 13; 25; [[25.]]; [[35. 25. 32. 25. 32.]]; [[148878. 149746. 151324. 161058. 164522.]]
knn7: 13; 25; [[25.]]; [[35. 25. 32. 25. 32. 35. 25.]]; [[148878. 149746. 151324. 161058. 164522. 167618. 175966.]]
knn3: 14; 14; [[14.]]; [[14. 14. 14.]]; [[45494. 68722. 71892.]]
knn5: 14; 14; [[14.]]; [[14. 14. 14. 14. 14.]]; [[45494. 68722. 71892. 91268. 92820.]]
knn7: 14; 14; [[14.]]; [[14. 14. 14. 14. 14. 14. 14.]]; [[ 45494.  68722.  71892.  91268.  92820. 103792. 120670.]]
knn3: 15; 15; [[15.]]; [[15. 15. 31.]]; [[ 40288.  41900. 108330.]]
knn5: 15; 31; [[31.]]; [[15. 15. 31. 31. 31.]]; [[ 40288.  41900. 108330. 129906. 152440.]]
knn7: 15; 31; [[31.]]; [[15. 15. 31. 31. 31. 31.  2.]]; [[ 40288.  41900. 108330. 129906. 152440. 153088. 153406.]]
knn3: 16; 36; [[36.]]; [[16. 36. 36.]]; [[182168. 208170. 219812.]]
knn5: 16; 16; [[16.]]; [[16. 36. 36. 16. 16.]]; [[182168. 208170. 219812. 222770. 227556.]]
knn7: 16; 16; [[16.]]; [[16. 36. 36. 16. 16. 16. 36.]]; [[182168. 208170. 219812. 222770. 227556. 230704. 240328.]]
knn3: 17; 17; [[17.]]; [[17. 17. 17.]]; [[41314. 72106. 80464.]]
knn5: 17; 17; [[17.]]; [[17. 17. 17. 17. 17.]]; [[ 41314.  72106.  80464. 104884. 115140.]]
knn7: 17; 17; [[17.]]; [[17. 17. 17. 17. 17. 17. 39.]]; [[ 41314.  72106.  80464. 104884. 115140. 122772. 141286.]]
knn3: 18; 18; [[18.]]; [[18.  6. 18.]]; [[123524. 136670. 149348.]]
knn5: 18; 6; [[6.]]; [[18.  6. 18.  6. 13.]]; [[123524. 136670. 149348. 150280. 174156.]]
knn7: 18; 18; [[18.]]; [[18.  6. 18.  6. 13. 18. 40.]]; [[123524. 136670. 149348. 150280. 174156. 205474. 208216.]]
knn3: 19; 19; [[19.]]; [[19. 19. 19.]]; [[137210. 205028. 223368.]]
knn5: 19; 19; [[19.]]; [[19. 19. 19. 19. 39.]]; [[137210. 205028. 223368. 277418. 286466.]]
knn7: 19; 19; [[19.]]; [[19. 19. 19. 19. 39. 19. 32.]]; [[137210. 205028. 223368. 277418. 286466. 329864. 355884.]]
knn3: 20; 20; [[20.]]; [[20. 20. 20.]]; [[ 77000.  93810. 155004.]]
knn5: 20; 20; [[20.]]; [[20. 20. 20. 28. 14.]]; [[ 77000.  93810. 155004. 172334. 212474.]]
knn7: 20; 20; [[20.]]; [[20. 20. 20. 28. 14. 14.  7.]]; [[ 77000.  93810. 155004. 172334. 212474. 216820. 218784.]]
knn3: 21; 21; [[21.]]; [[21. 21. 21.]]; [[35388. 48034. 60780.]]
knn5: 21; 21; [[21.]]; [[21. 21. 21. 21. 29.]]; [[ 35388.  48034.  60780.  71680. 110964.]]
knn7: 21; 21; [[21.]]; [[21. 21. 21. 21. 29.  3. 29.]]; [[ 35388.  48034.  60780.  71680. 110964. 129980. 130600.]]
knn3: 22; 22; [[22.]]; [[22. 22. 22.]]; [[67806. 83954. 93506.]]
knn5: 22; 22; [[22.]]; [[22. 22. 22. 22. 22.]]; [[ 67806.  83954.  93506. 136664. 141706.]]
knn7: 22; 22; [[22.]]; [[22. 22. 22. 22. 22. 22. 22.]]; [[ 67806.  83954.  93506. 136664. 141706. 151478. 172162.]]
knn3: 23; 23; [[23.]]; [[23. 23. 15.]]; [[ 51366. 125928. 225110.]]
knn5: 23; 23; [[23.]]; [[23. 23. 15. 25. 25.]]; [[ 51366. 125928. 225110. 230140. 251656.]]
knn7: 23; 15; [[15.]]; [[23. 23. 15. 25. 25. 30. 15.]]; [[ 51366. 125928. 225110. 230140. 251656. 255966. 263966.]]
knn3: 24; 33; [[33.]]; [[24. 33. 33.]]; [[ 99454. 134668. 144880.]]
knn5: 24; 33; [[33.]]; [[24. 33. 33. 22. 33.]]; [[ 99454. 134668. 144880. 148866. 151264.]]
knn7: 24; 33; [[33.]]; [[24. 33. 33. 22. 33. 30. 38.]]; [[ 99454. 134668. 144880. 148866. 151264. 156768. 158540.]]
knn3: 25; 25; [[25.]]; [[25. 25. 25.]]; [[ 72602. 104150. 138414.]]
knn5: 25; 25; [[25.]]; [[25. 25. 25.  3. 35.]]; [[ 72602. 104150. 138414. 154084. 154116.]]
knn7: 25; 25; [[25.]]; [[25. 25. 25.  3. 35. 25. 35.]]; [[ 72602. 104150. 138414. 154084. 154116. 161292. 207852.]]
knn3: 26; 3; [[3.]]; [[26.  3.  3.]]; [[118804. 144516. 147042.]]
knn5: 26; 3; [[3.]]; [[26.  3.  3. 26. 13.]]; [[118804. 144516. 147042. 163764. 168166.]]
knn7: 26; 26; [[26.]]; [[26.  3.  3. 26. 13. 26. 18.]]; [[118804. 144516. 147042. 163764. 168166. 168992. 169822.]]
knn3: 27; 27; [[27.]]; [[27. 27. 27.]]; [[31006. 50370. 74928.]]
knn5: 27; 27; [[27.]]; [[27. 27. 27. 11. 11.]]; [[ 31006.  50370.  74928. 125250. 166936.]]
knn7: 27; 27; [[27.]]; [[27. 27. 27. 11. 11. 27. 11.]]; [[ 31006.  50370.  74928. 125250. 166936. 187718. 205270.]]
knn3: 28; 28; [[28.]]; [[28. 20. 28.]]; [[101198. 101526. 112858.]]
knn5: 28; 7; [[7.]]; [[28. 20. 28.  7.  7.]]; [[101198. 101526. 112858. 113648. 121752.]]
knn7: 28; 7; [[7.]]; [[28. 20. 28.  7.  7. 20.  7.]]; [[101198. 101526. 112858. 113648. 121752. 141552. 171638.]]
knn3: 29; 29; [[29.]]; [[29. 29. 21.]]; [[36744. 59926. 75774.]]
knn5: 29; 29; [[29.]]; [[29. 29. 21. 29. 33.]]; [[ 36744.  59926.  75774.  78718. 123478.]]
knn7: 29; 29; [[29.]]; [[29. 29. 21. 29. 33. 33. 33.]]; [[ 36744.  59926.  75774.  78718. 123478. 147338. 157396.]]
knn3: 30; 30; [[30.]]; [[30. 30. 30.]]; [[60040. 62432. 81220.]]
knn5: 30; 30; [[30.]]; [[30. 30. 30. 30. 30.]]; [[ 60040.  62432.  81220.  87570. 138290.]]
knn7: 30; 30; [[30.]]; [[30. 30. 30. 30. 30. 31. 21.]]; [[ 60040.  62432.  81220.  87570. 138290. 150332. 182766.]]
knn3: 31; 9; [[9.]]; [[31.  9.  9.]]; [[ 78658.  96802. 113174.]]
knn5: 31; 9; [[9.]]; [[31.  9.  9. 20.  9.]]; [[ 78658.  96802. 113174. 124178. 131482.]]
knn7: 31; 9; [[9.]]; [[31.  9.  9. 20.  9.  4. 20.]]; [[ 78658.  96802. 113174. 124178. 131482. 141454. 146994.]]
knn3: 32; 4; [[4.]]; [[32.  4.  9.]]; [[104122. 133470. 145650.]]
knn5: 32; 9; [[9.]]; [[32.  4.  9.  9. 39.]]; [[104122. 133470. 145650. 148722. 149128.]]
knn7: 32; 4; [[4.]]; [[32.  4.  9.  9. 39. 39.  4.]]; [[104122. 133470. 145650. 148722. 149128. 150578. 151254.]]
knn3: 33; 33; [[33.]]; [[33. 33. 22.]]; [[50986. 59726. 62138.]]
knn5: 33; 22; [[22.]]; [[33. 33. 22. 22. 22.]]; [[50986. 59726. 62138. 69908. 78598.]]
knn7: 33; 22; [[22.]]; [[33. 33. 22. 22. 22. 22. 22.]]; [[50986. 59726. 62138. 69908. 78598. 87716. 88558.]]
knn3: 34; 34; [[34.]]; [[34. 34. 34.]]; [[ 64118.  92406. 113556.]]
knn5: 34; 34; [[34.]]; [[34. 34. 34. 31. 31.]]; [[ 64118.  92406. 113556. 155984. 166408.]]
knn7: 34; 34; [[34.]]; [[34. 34. 34. 31. 31. 31. 34.]]; [[ 64118.  92406. 113556. 155984. 166408. 176210. 180482.]]
knn3: 35; 35; [[35.]]; [[35. 25. 35.]]; [[ 91574. 111628. 115892.]]
knn5: 35; 5; [[5.]]; [[35. 25. 35.  5.  5.]]; [[ 91574. 111628. 115892. 134952. 140940.]]
knn7: 35; 5; [[5.]]; [[35. 25. 35.  5.  5. 15. 25.]]; [[ 91574. 111628. 115892. 134952. 140940. 158588. 179626.]]
knn3: 36; 28; [[28.]]; [[28. 28. 28.]]; [[ 86280.  91462. 112614.]]
knn5: 36; 28; [[28.]]; [[28. 28. 28. 36. 28.]]; [[ 86280.  91462. 112614. 123440. 149784.]]
knn7: 36; 28; [[28.]]; [[28. 28. 28. 36. 28. 28. 27.]]; [[ 86280.  91462. 112614. 123440. 149784. 153358. 153906.]]
knn3: 37; 7; [[7.]]; [[28. 37.  7.]]; [[82192. 84704. 99912.]]
knn5: 37; 28; [[28.]]; [[28. 37.  7. 28. 28.]]; [[ 82192.  84704.  99912. 112660. 116246.]]
knn7: 37; 28; [[28.]]; [[28. 37.  7. 28. 28. 23. 37.]]; [[ 82192.  84704.  99912. 112660. 116246. 136558. 136720.]]
knn3: 38; 38; [[38.]]; [[38. 38. 29.]]; [[63784. 75364. 94082.]]
knn5: 38; 38; [[38.]]; [[38. 38. 29. 38. 38.]]; [[ 63784.  75364.  94082. 119396. 124014.]]
knn7: 38; 38; [[38.]]; [[38. 38. 29. 38. 38. 22. 29.]]; [[ 63784.  75364.  94082. 119396. 124014. 124506. 127986.]]
knn3: 39; 39; [[39.]]; [[39. 39. 17.]]; [[ 37368.  98140. 100394.]]
knn5: 39; 39; [[39.]]; [[39. 39. 17. 39. 39.]]; [[ 37368.  98140. 100394. 117218. 130820.]]
knn7: 39; 39; [[39.]]; [[39. 39. 17. 39. 39. 17. 17.]]; [[ 37368.  98140. 100394. 117218. 130820. 134740. 135228.]]
knn3: 40; 26; [[26.]]; [[26. 18. 26.]]; [[167760. 175036. 199552.]]
knn5: 40; 26; [[26.]]; [[26. 18. 26. 26. 40.]]; [[167760. 175036. 199552. 209726. 213428.]]
knn7: 40; 26; [[26.]]; [[26. 18. 26. 26. 40. 26. 40.]]; [[167760. 175036. 199552. 209726. 213428. 214458. 226236.]]
